,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemploy-ment Rate (%)
0,CN0100100000000,1.0,1.0,"Autauga County, AL",2015.0,25541     ,24206     ,1335     ,5.2
1,CN0100300000000,1.0,3.0,"Baldwin County, AL",2015.0,87493     ,82619     ,4874     ,5.6
2,CN0100500000000,1.0,5.0,"Barbour County, AL",2015.0,8590     ,7823     ,767     ,8.9
3,CN0100700000000,1.0,7.0,"Bibb County, AL",2015.0,8552     ,7983     ,569     ,6.7
4,CN0100900000000,1.0,9.0,"Blount County, AL",2015.0,24416     ,23089     ,1327     ,5.4
5,CN0101100000000,1.0,11.0,"Bullock County, AL",2015.0,4765     ,4385     ,380     ,8.0
6,CN0101300000000,1.0,13.0,"Butler County, AL",2015.0,9113     ,8417     ,696     ,7.6
7,CN0101500000000,1.0,15.0,"Calhoun County, AL",2015.0,45808     ,42566     ,3242     ,7.1
8,CN0101700000000,1.0,17.0,"Chambers County, AL",2015.0,14939     ,14031     ,908     ,6.1
9,CN0101900000000,1.0,19.0,"Cherokee County, AL",2015.0,11132     ,10521     ,611     ,5.5
10,CN0102100000000,1.0,21.0,"Chilton County, AL",2015.0,19089     ,18005     ,1084     ,5.7
11,CN0102300000000,1.0,23.0,"Choctaw County, AL",2015.0,4369     ,3969     ,400     ,9.2
12,CN0102500000000,1.0,25.0,"Clarke County, AL",2015.0,7976     ,7036     ,940     ,11.8
13,CN0102700000000,1.0,27.0,"Clay County, AL",2015.0,5535     ,5194     ,341     ,6.2
14,CN0102900000000,1.0,29.0,"Cleburne County, AL",2015.0,5664     ,5321     ,343     ,6.1
15,CN0103100000000,1.0,31.0,"Coffee County, AL",2015.0,20222     ,19010     ,1212     ,6.0
16,CN0103300000000,1.0,33.0,"Colbert County, AL",2015.0,23550     ,21673     ,1877     ,8.0
17,CN0103500000000,1.0,35.0,"Conecuh County, AL",2015.0,4671     ,4238     ,433     ,9.3
18,CN0103700000000,1.0,37.0,"Coosa County, AL",2015.0,4416     ,4119     ,297     ,6.7
19,CN0103900000000,1.0,39.0,"Covington County, AL",2015.0,15422     ,14314     ,1108     ,7.2
20,CN0104100000000,1.0,41.0,"Crenshaw County, AL",2015.0,6339     ,5957     ,382     ,6.0
21,CN0104300000000,1.0,43.0,"Cullman County, AL",2015.0,36296     ,34376     ,1920     ,5.3
22,CN0104500000000,1.0,45.0,"Dale County, AL",2015.0,19789     ,18524     ,1265     ,6.4
23,CN0104700000000,1.0,47.0,"Dallas County, AL",2015.0,15555     ,14056     ,1499     ,9.6
24,CN0104900000000,1.0,49.0,"DeKalb County, AL",2015.0,28700     ,26949     ,1751     ,6.1
25,CN0105100000000,1.0,51.0,"Elmore County, AL",2015.0,36655     ,34803     ,1852     ,5.1
26,CN0105300000000,1.0,53.0,"Escambia County, AL",2015.0,14564     ,13535     ,1029     ,7.1
27,CN0105500000000,1.0,55.0,"Etowah County, AL",2015.0,42586     ,39936     ,2650     ,6.2
28,CN0105700000000,1.0,57.0,"Fayette County, AL",2015.0,6406     ,5954     ,452     ,7.1
29,CN0105900000000,1.0,59.0,"Franklin County, AL",2015.0,13628     ,12746     ,882     ,6.5
30,CN0106100000000,1.0,61.0,"Geneva County, AL",2015.0,10761     ,10120     ,641     ,6.0
31,CN0106300000000,1.0,63.0,"Greene County, AL",2015.0,2872     ,2552     ,320     ,11.1
32,CN0106500000000,1.0,65.0,"Hale County, AL",2015.0,6034     ,5562     ,472     ,7.8
33,CN0106700000000,1.0,67.0,"Henry County, AL",2015.0,6702     ,6243     ,459     ,6.8
34,CN0106900000000,1.0,69.0,"Houston County, AL",2015.0,44440     ,41655     ,2785     ,6.3
35,CN0107100000000,1.0,71.0,"Jackson County, AL",2015.0,23407     ,21840     ,1567     ,6.7
36,CN0107300000000,1.0,73.0,"Jefferson County, AL",2015.0,310158     ,292165     ,17993     ,5.8
37,CN0107500000000,1.0,75.0,"Lamar County, AL",2015.0,5602     ,5246     ,356     ,6.4
38,CN0107700000000,1.0,77.0,"Lauderdale County, AL",2015.0,42544     ,39577     ,2967     ,7.0
39,CN0107900000000,1.0,79.0,"Lawrence County, AL",2015.0,13642     ,12582     ,1060     ,7.8
40,CN0108100000000,1.0,81.0,"Lee County, AL",2015.0,70690     ,66958     ,3732     ,5.3
41,CN0108300000000,1.0,83.0,"Limestone County, AL",2015.0,39848     ,37653     ,2195     ,5.5
42,CN0108500000000,1.0,85.0,"Lowndes County, AL",2015.0,3819     ,3376     ,443     ,11.6
43,CN0108700000000,1.0,87.0,"Macon County, AL",2015.0,7951     ,7307     ,644     ,8.1
44,CN0108900000000,1.0,89.0,"Madison County, AL",2015.0,170473     ,161071     ,9402     ,5.5
45,CN0109100000000,1.0,91.0,"Marengo County, AL",2015.0,7387     ,6820     ,567     ,7.7
46,CN0109300000000,1.0,93.0,"Marion County, AL",2015.0,12453     ,11583     ,870     ,7.0
47,CN0109500000000,1.0,95.0,"Marshall County, AL",2015.0,40290     ,37944     ,2346     ,5.8
48,CN0109700000000,1.0,97.0,"Mobile County, AL",2015.0,186483     ,173586     ,12897     ,6.9
49,CN0109900000000,1.0,99.0,"Monroe County, AL",2015.0,7324     ,6583     ,741     ,10.1
50,CN0110100000000,1.0,101.0,"Montgomery County, AL",2015.0,104799     ,98376     ,6423     ,6.1
51,CN0110300000000,1.0,103.0,"Morgan County, AL",2015.0,54782     ,51538     ,3244     ,5.9
52,CN0110500000000,1.0,105.0,"Perry County, AL",2015.0,3478     ,3129     ,349     ,10.0
53,CN0110700000000,1.0,107.0,"Pickens County, AL",2015.0,7987     ,7445     ,542     ,6.8
54,CN0110900000000,1.0,109.0,"Pike County, AL",2015.0,14904     ,13918     ,986     ,6.6
55,CN0111100000000,1.0,111.0,"Randolph County, AL",2015.0,9410     ,8852     ,558     ,5.9
56,CN0111300000000,1.0,113.0,"Russell County, AL",2015.0,24051     ,22614     ,1437     ,6.0
57,CN0111500000000,1.0,115.0,"St. Clair County, AL",2015.0,38470     ,36452     ,2018     ,5.2
58,CN0111700000000,1.0,117.0,"Shelby County, AL",2015.0,107932     ,103362     ,4570     ,4.2
59,CN0111900000000,1.0,119.0,"Sumter County, AL",2015.0,5096     ,4687     ,409     ,8.0
60,CN0112100000000,1.0,121.0,"Talladega County, AL",2015.0,35052     ,32736     ,2316     ,6.6
61,CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2015.0,18696     ,17550     ,1146     ,6.1
62,CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2015.0,98625     ,93229     ,5396     ,5.5
63,CN0112700000000,1.0,127.0,"Walker County, AL",2015.0,25503     ,23650     ,1853     ,7.3
64,CN0112900000000,1.0,129.0,"Washington County, AL",2015.0,6685     ,6086     ,599     ,9.0
65,CN0113100000000,1.0,131.0,"Wilcox County, AL",2015.0,2819     ,2404     ,415     ,14.7
66,CN0113300000000,1.0,133.0,"Winston County, AL",2015.0,9354     ,8645     ,709     ,7.6
67,CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2015.0,2472     ,2395     ,77     ,3.1
68,CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2015.0,4060     ,3908     ,152     ,3.7
69,CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2015.0,156476     ,148856     ,7620     ,4.9
70,CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2015.0,7325     ,6304     ,1021     ,13.9
71,CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2015.0,380     ,346     ,34     ,8.9
72,CN0206800000000,2.0,68.0,"Denali Borough, AK",2015.0,1066     ,976     ,90     ,8.4
73,CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2015.0,2033     ,1843     ,190     ,9.3
74,CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2015.0,46308     ,43862     ,2446     ,5.3
75,CN0210000000000,2.0,100.0,"Haines Borough, AK",2015.0,1083     ,980     ,103     ,9.5
76,CN0210500000000,2.0,105.0,"Hoonah-Angoon Census Area, AK",2015.0,1128     ,962     ,166     ,14.7
77,CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2015.0,17060     ,16283     ,777     ,4.6
78,CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2015.0,27557     ,25470     ,2087     ,7.6
79,CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2015.0,6944     ,6482     ,462     ,6.7
80,CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2015.0,6608     ,6300     ,308     ,4.7
81,CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2015.0,2787     ,2160     ,627     ,22.5
82,CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2015.0,643     ,565     ,78     ,12.1
83,CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2015.0,46057     ,42633     ,3424     ,7.4
84,CN0218000000000,2.0,180.0,"Nome Census Area, AK",2015.0,4065     ,3596     ,469     ,11.5
85,CN0218500000000,2.0,185.0,"North Slope Borough, AK",2015.0,4296     ,4059     ,237     ,5.5
86,CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2015.0,2893     ,2444     ,449     ,15.5
87,CN0219500000000,2.0,195.0,"Petersburg Borough, AK",2015.0,1490     ,1361     ,129     ,8.7
88,CN0219800000000,2.0,198.0,"Prince of Wales-Hyder Census Area, AK",2015.0,2750     ,2415     ,335     ,12.2
89,CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2015.0,4591     ,4387     ,204     ,4.4
90,CN0223000000000,2.0,230.0,"Skagway Municipality, AK",2015.0,808     ,718     ,90     ,11.1
91,CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2015.0,2997     ,2688     ,309     ,10.3
92,CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2015.0,4864     ,4456     ,408     ,8.4
93,CN0227500000000,2.0,275.0,"Wrangell Borough/city, AK",2015.0,1028     ,950     ,78     ,7.6
94,CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2015.0,259     ,237     ,22     ,8.5
95,CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2015.0,2395     ,1968     ,427     ,17.8
96,CN0400100000000,4.0,1.0,"Apache County, AZ",2015.0,20730     ,17966     ,2764     ,13.3
97,CN0400300000000,4.0,3.0,"Cochise County, AZ",2015.0,50586     ,46891     ,3695     ,7.3
98,CN0400500000000,4.0,5.0,"Coconino County, AZ",2015.0,73669     ,68861     ,4808     ,6.5
99,CN0400700000000,4.0,7.0,"Gila County, AZ",2015.0,21321     ,19633     ,1688     ,7.9
100,CN0400900000000,4.0,9.0,"Graham County, AZ",2015.0,14590     ,13515     ,1075     ,7.4
101,CN0401100000000,4.0,11.0,"Greenlee County, AZ",2015.0,4068     ,3745     ,323     ,7.9
102,CN0401200000000,4.0,12.0,"La Paz County, AZ",2015.0,8217     ,7602     ,615     ,7.5
103,CN0401300000000,4.0,13.0,"Maricopa County, AZ",2015.0,2033488     ,1928852     ,104636     ,5.1
104,CN0401500000000,4.0,15.0,"Mohave County, AZ",2015.0,80004     ,73633     ,6371     ,8.0
105,CN0401700000000,4.0,17.0,"Navajo County, AZ",2015.0,40931     ,36963     ,3968     ,9.7
106,CN0401900000000,4.0,19.0,"Pima County, AZ",2015.0,467826     ,442099     ,25727     ,5.5
107,CN0402100000000,4.0,21.0,"Pinal County, AZ",2015.0,158049     ,148079     ,9970     ,6.3
108,CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2015.0,19986     ,17687     ,2299     ,11.5
109,CN0402500000000,4.0,25.0,"Yavapai County, AZ",2015.0,96735     ,91286     ,5449     ,5.6
110,CN0402700000000,4.0,27.0,"Yuma County, AZ",2015.0,94249     ,73736     ,20513     ,21.8
111,CN0500100000000,5.0,1.0,"Arkansas County, AR",2015.0,9534     ,9142     ,392     ,4.1
112,CN0500300000000,5.0,3.0,"Ashley County, AR",2015.0,8397     ,7771     ,626     ,7.5
113,CN0500500000000,5.0,5.0,"Baxter County, AR",2015.0,16288     ,15407     ,881     ,5.4
114,CN0500700000000,5.0,7.0,"Benton County, AR",2015.0,122348     ,117802     ,4546     ,3.7
115,CN0500900000000,5.0,9.0,"Boone County, AR",2015.0,15909     ,15145     ,764     ,4.8
116,CN0501100000000,5.0,11.0,"Bradley County, AR",2015.0,4575     ,4314     ,261     ,5.7
117,CN0501300000000,5.0,13.0,"Calhoun County, AR",2015.0,2429     ,2300     ,129     ,5.3
118,CN0501500000000,5.0,15.0,"Carroll County, AR",2015.0,12711     ,12138     ,573     ,4.5
119,CN0501700000000,5.0,17.0,"Chicot County, AR",2015.0,3743     ,3408     ,335     ,9.0
120,CN0501900000000,5.0,19.0,"Clark County, AR",2015.0,9663     ,9144     ,519     ,5.4
121,CN0502100000000,5.0,21.0,"Clay County, AR",2015.0,6323     ,5911     ,412     ,6.5
122,CN0502300000000,5.0,23.0,"Cleburne County, AR",2015.0,9655     ,8996     ,659     ,6.8
123,CN0502500000000,5.0,25.0,"Cleveland County, AR",2015.0,3371     ,3184     ,187     ,5.5
124,CN0502700000000,5.0,27.0,"Columbia County, AR",2015.0,9599     ,8982     ,617     ,6.4
125,CN0502900000000,5.0,29.0,"Conway County, AR",2015.0,8682     ,8161     ,521     ,6.0
126,CN0503100000000,5.0,31.0,"Craighead County, AR",2015.0,51214     ,48977     ,2237     ,4.4
127,CN0503300000000,5.0,33.0,"Crawford County, AR",2015.0,26962     ,25582     ,1380     ,5.1
128,CN0503500000000,5.0,35.0,"Crittenden County, AR",2015.0,21503     ,20198     ,1305     ,6.1
129,CN0503700000000,5.0,37.0,"Cross County, AR",2015.0,8135     ,7701     ,434     ,5.3
130,CN0503900000000,5.0,39.0,"Dallas County, AR",2015.0,2987     ,2782     ,205     ,6.9
131,CN0504100000000,5.0,41.0,"Desha County, AR",2015.0,5579     ,5178     ,401     ,7.2
132,CN0504300000000,5.0,43.0,"Drew County, AR",2015.0,8115     ,7568     ,547     ,6.7
133,CN0504500000000,5.0,45.0,"Faulkner County, AR",2015.0,60161     ,57396     ,2765     ,4.6
134,CN0504700000000,5.0,47.0,"Franklin County, AR",2015.0,7442     ,7080     ,362     ,4.9
135,CN0504900000000,5.0,49.0,"Fulton County, AR",2015.0,4779     ,4534     ,245     ,5.1
136,CN0505100000000,5.0,51.0,"Garland County, AR",2015.0,40111     ,37950     ,2161     ,5.4
137,CN0505300000000,5.0,53.0,"Grant County, AR",2015.0,8293     ,7921     ,372     ,4.5
138,CN0505500000000,5.0,55.0,"Greene County, AR",2015.0,20036     ,19012     ,1024     ,5.1
139,CN0505700000000,5.0,57.0,"Hempstead County, AR",2015.0,9965     ,9483     ,482     ,4.8
140,CN0505900000000,5.0,59.0,"Hot Spring County, AR",2015.0,14260     ,13552     ,708     ,5.0
141,CN0506100000000,5.0,61.0,"Howard County, AR",2015.0,6110     ,5856     ,254     ,4.2
142,CN0506300000000,5.0,63.0,"Independence County, AR",2015.0,15733     ,14731     ,1002     ,6.4
143,CN0506500000000,5.0,65.0,"Izard County, AR",2015.0,4999     ,4673     ,326     ,6.5
144,CN0506700000000,5.0,67.0,"Jackson County, AR",2015.0,6212     ,5750     ,462     ,7.4
145,CN0506900000000,5.0,69.0,"Jefferson County, AR",2015.0,28882     ,26872     ,2010     ,7.0
146,CN0507100000000,5.0,71.0,"Johnson County, AR",2015.0,10446     ,9854     ,592     ,5.7
147,CN0507300000000,5.0,73.0,"Lafayette County, AR",2015.0,2658     ,2461     ,197     ,7.4
148,CN0507500000000,5.0,75.0,"Lawrence County, AR",2015.0,7075     ,6655     ,420     ,5.9
149,CN0507700000000,5.0,77.0,"Lee County, AR",2015.0,3194     ,2984     ,210     ,6.6
150,CN0507900000000,5.0,79.0,"Lincoln County, AR",2015.0,4143     ,3892     ,251     ,6.1
151,CN0508100000000,5.0,81.0,"Little River County, AR",2015.0,5617     ,5315     ,302     ,5.4
152,CN0508300000000,5.0,83.0,"Logan County, AR",2015.0,9204     ,8682     ,522     ,5.7
153,CN0508500000000,5.0,85.0,"Lonoke County, AR",2015.0,33138     ,31769     ,1369     ,4.1
154,CN0508700000000,5.0,87.0,"Madison County, AR",2015.0,7113     ,6843     ,270     ,3.8
155,CN0508900000000,5.0,89.0,"Marion County, AR",2015.0,6552     ,6217     ,335     ,5.1
156,CN0509100000000,5.0,91.0,"Miller County, AR",2015.0,19993     ,19007     ,986     ,4.9
157,CN0509300000000,5.0,93.0,"Mississippi County, AR",2015.0,18412     ,16774     ,1638     ,8.9
158,CN0509500000000,5.0,95.0,"Monroe County, AR",2015.0,2986     ,2808     ,178     ,6.0
159,CN0509700000000,5.0,97.0,"Montgomery County, AR",2015.0,3271     ,3054     ,217     ,6.6
160,CN0509900000000,5.0,99.0,"Nevada County, AR",2015.0,3675     ,3495     ,180     ,4.9
161,CN0510100000000,5.0,101.0,"Newton County, AR",2015.0,3409     ,3246     ,163     ,4.8
162,CN0510300000000,5.0,103.0,"Ouachita County, AR",2015.0,9977     ,9357     ,620     ,6.2
163,CN0510500000000,5.0,105.0,"Perry County, AR",2015.0,4218     ,3963     ,255     ,6.0
164,CN0510700000000,5.0,107.0,"Phillips County, AR",2015.0,7023     ,6498     ,525     ,7.5
165,CN0510900000000,5.0,109.0,"Pike County, AR",2015.0,4231     ,3987     ,244     ,5.8
166,CN0511100000000,5.0,111.0,"Poinsett County, AR",2015.0,10105     ,9548     ,557     ,5.5
167,CN0511300000000,5.0,113.0,"Polk County, AR",2015.0,8362     ,7887     ,475     ,5.7
168,CN0511500000000,5.0,115.0,"Pope County, AR",2015.0,29886     ,28333     ,1553     ,5.2
169,CN0511700000000,5.0,117.0,"Prairie County, AR",2015.0,3744     ,3571     ,173     ,4.6
170,CN0511900000000,5.0,119.0,"Pulaski County, AR",2015.0,186837     ,178413     ,8424     ,4.5
171,CN0512100000000,5.0,121.0,"Randolph County, AR",2015.0,6209     ,5772     ,437     ,7.0
172,CN0512300000000,5.0,123.0,"St. Francis County, AR",2015.0,8992     ,8351     ,641     ,7.1
173,CN0512500000000,5.0,125.0,"Saline County, AR",2015.0,56229     ,53970     ,2259     ,4.0
174,CN0512700000000,5.0,127.0,"Scott County, AR",2015.0,4546     ,4333     ,213     ,4.7
175,CN0512900000000,5.0,129.0,"Searcy County, AR",2015.0,3039     ,2870     ,169     ,5.6
176,CN0513100000000,5.0,131.0,"Sebastian County, AR",2015.0,57971     ,55224     ,2747     ,4.7
177,CN0513300000000,5.0,133.0,"Sevier County, AR",2015.0,5688     ,5348     ,340     ,6.0
178,CN0513500000000,5.0,135.0,"Sharp County, AR",2015.0,6028     ,5618     ,410     ,6.8
179,CN0513700000000,5.0,137.0,"Stone County, AR",2015.0,4723     ,4432     ,291     ,6.2
180,CN0513900000000,5.0,139.0,"Union County, AR",2015.0,16999     ,15973     ,1026     ,6.0
181,CN0514100000000,5.0,141.0,"Van Buren County, AR",2015.0,6453     ,6026     ,427     ,6.6
182,CN0514300000000,5.0,143.0,"Washington County, AR",2015.0,115733     ,111702     ,4031     ,3.5
183,CN0514500000000,5.0,145.0,"White County, AR",2015.0,34681     ,32557     ,2124     ,6.1
184,CN0514700000000,5.0,147.0,"Woodruff County, AR",2015.0,3043     ,2851     ,192     ,6.3
185,CN0514900000000,5.0,149.0,"Yell County, AR",2015.0,9001     ,8551     ,450     ,5.0
186,CN0600100000000,6.0,1.0,"Alameda County, CA",2015.0,819008     ,779897     ,39111     ,4.8
187,CN0600300000000,6.0,3.0,"Alpine County, CA",2015.0,549     ,508     ,41     ,7.5
188,CN0600500000000,6.0,5.0,"Amador County, CA",2015.0,14317     ,13366     ,951     ,6.6
189,CN0600700000000,6.0,7.0,"Butte County, CA",2015.0,101066     ,93766     ,7300     ,7.2
190,CN0600900000000,6.0,9.0,"Calaveras County, CA",2015.0,20549     ,19231     ,1318     ,6.4
191,CN0601100000000,6.0,11.0,"Colusa County, CA",2015.0,11051     ,9342     ,1709     ,15.5
192,CN0601300000000,6.0,13.0,"Contra Costa County, CA",2015.0,544617     ,517048     ,27569     ,5.1
193,CN0601500000000,6.0,15.0,"Del Norte County, CA",2015.0,9856     ,9009     ,847     ,8.6
194,CN0601700000000,6.0,17.0,"El Dorado County, CA",2015.0,87892     ,82840     ,5052     ,5.7
195,CN0601900000000,6.0,19.0,"Fresno County, CA",2015.0,440308     ,395174     ,45134     ,10.3
196,CN0602100000000,6.0,21.0,"Glenn County, CA",2015.0,12964     ,11827     ,1137     ,8.8
197,CN0602300000000,6.0,23.0,"Humboldt County, CA",2015.0,62290     ,58782     ,3508     ,5.6
198,CN0602500000000,6.0,25.0,"Imperial County, CA",2015.0,76750     ,57864     ,18886     ,24.6
199,CN0602700000000,6.0,27.0,"Inyo County, CA",2015.0,9081     ,8552     ,529     ,5.8
200,CN0602900000000,6.0,29.0,"Kern County, CA",2015.0,390138     ,350050     ,40088     ,10.3
201,CN0603100000000,6.0,31.0,"Kings County, CA",2015.0,57729     ,51628     ,6101     ,10.6
202,CN0603300000000,6.0,33.0,"Lake County, CA",2015.0,29006     ,26790     ,2216     ,7.6
203,CN0603500000000,6.0,35.0,"Lassen County, CA",2015.0,10760     ,9978     ,782     ,7.3
204,CN0603700000000,6.0,37.0,"Los Angeles County, CA",2015.0,4973756     ,4641054     ,332702     ,6.7
205,CN0603900000000,6.0,39.0,"Madera County, CA",2015.0,59807     ,53480     ,6327     ,10.6
206,CN0604100000000,6.0,41.0,"Marin County, CA",2015.0,138677     ,133718     ,4959     ,3.6
207,CN0604300000000,6.0,43.0,"Mariposa County, CA",2015.0,8011     ,7436     ,575     ,7.2
208,CN0604500000000,6.0,45.0,"Mendocino County, CA",2015.0,39831     ,37500     ,2331     ,5.9
209,CN0604700000000,6.0,47.0,"Merced County, CA",2015.0,114061     ,101031     ,13030     ,11.4
210,CN0604900000000,6.0,49.0,"Modoc County, CA",2015.0,3303     ,3019     ,284     ,8.6
211,CN0605100000000,6.0,51.0,"Mono County, CA",2015.0,8239     ,7731     ,508     ,6.2
212,CN0605300000000,6.0,53.0,"Monterey County, CA",2015.0,218274     ,200452     ,17822     ,8.2
213,CN0605500000000,6.0,55.0,"Napa County, CA",2015.0,73717     ,70290     ,3427     ,4.6
214,CN0605700000000,6.0,57.0,"Nevada County, CA",2015.0,48006     ,45388     ,2618     ,5.5
215,CN0605900000000,6.0,59.0,"Orange County, CA",2015.0,1584296     ,1513060     ,71236     ,4.5
216,CN0606100000000,6.0,61.0,"Placer County, CA",2015.0,176339     ,167367     ,8972     ,5.1
217,CN0606300000000,6.0,63.0,"Plumas County, CA",2015.0,7891     ,7076     ,815     ,10.3
218,CN0606500000000,6.0,65.0,"Riverside County, CA",2015.0,1033458     ,963825     ,69633     ,6.7
219,CN0606700000000,6.0,67.0,"Sacramento County, CA",2015.0,684577     ,643295     ,41282     ,6.0
220,CN0606900000000,6.0,69.0,"San Benito County, CA",2015.0,29759     ,27495     ,2264     ,7.6
221,CN0607100000000,6.0,71.0,"San Bernardino County, CA",2015.0,919308     ,859733     ,59575     ,6.5
222,CN0607300000000,6.0,73.0,"San Diego County, CA",2015.0,1548794     ,1467686     ,81108     ,5.2
223,CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2015.0,541414     ,521569     ,19845     ,3.7
224,CN0607700000000,6.0,77.0,"San Joaquin County, CA",2015.0,314401     ,286281     ,28120     ,8.9
225,CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2015.0,138913     ,132302     ,6611     ,4.8
226,CN0608100000000,6.0,81.0,"San Mateo County, CA",2015.0,434234     ,419310     ,14924     ,3.4
227,CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2015.0,217158     ,205591     ,11567     ,5.3
228,CN0608500000000,6.0,85.0,"Santa Clara County, CA",2015.0,1012215     ,969950     ,42265     ,4.2
229,CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2015.0,143227     ,132434     ,10793     ,7.5
230,CN0608900000000,6.0,89.0,"Shasta County, CA",2015.0,74122     ,68325     ,5797     ,7.8
231,CN0609100000000,6.0,91.0,"Sierra County, CA",2015.0,1362     ,1242     ,120     ,8.8
232,CN0609300000000,6.0,93.0,"Siskiyou County, CA",2015.0,17884     ,16199     ,1685     ,9.4
233,CN0609500000000,6.0,95.0,"Solano County, CA",2015.0,204869     ,192237     ,12632     ,6.2
234,CN0609700000000,6.0,97.0,"Sonoma County, CA",2015.0,257659     ,246028     ,11631     ,4.5
235,CN0609900000000,6.0,99.0,"Stanislaus County, CA",2015.0,240986     ,217971     ,23015     ,9.6
236,CN0610100000000,6.0,101.0,"Sutter County, CA",2015.0,44734     ,39925     ,4809     ,10.8
237,CN0610300000000,6.0,103.0,"Tehama County, CA",2015.0,25019     ,23029     ,1990     ,8.0
238,CN0610500000000,6.0,105.0,"Trinity County, CA",2015.0,5141     ,4739     ,402     ,7.8
239,CN0610700000000,6.0,107.0,"Tulare County, CA",2015.0,202126     ,178491     ,23635     ,11.7
240,CN0610900000000,6.0,109.0,"Tuolumne County, CA",2015.0,21532     ,20005     ,1527     ,7.1
241,CN0611100000000,6.0,111.0,"Ventura County, CA",2015.0,427235     ,402977     ,24258     ,5.7
242,CN0611300000000,6.0,113.0,"Yolo County, CA",2015.0,104154     ,97384     ,6770     ,6.5
243,CN0611500000000,6.0,115.0,"Yuba County, CA",2015.0,27726     ,25135     ,2591     ,9.3
244,CN0800100000000,8.0,1.0,"Adams County, CO",2015.0,247743     ,237372     ,10371     ,4.2
245,CN0800300000000,8.0,3.0,"Alamosa County, CO",2015.0,7648     ,7267     ,381     ,5.0
246,CN0800500000000,8.0,5.0,"Arapahoe County, CO",2015.0,334380     ,322380     ,12000     ,3.6
247,CN0800700000000,8.0,7.0,"Archuleta County, CO",2015.0,6011     ,5777     ,234     ,3.9
248,CN0800900000000,8.0,9.0,"Baca County, CO",2015.0,1971     ,1932     ,39     ,2.0
249,CN0801100000000,8.0,11.0,"Bent County, CO",2015.0,1732     ,1666     ,66     ,3.8
250,CN0801300000000,8.0,13.0,"Boulder County, CO",2015.0,176818     ,171415     ,5403     ,3.1
251,CN0801400000000,8.0,14.0,"Broomfield County/city, CO",2015.0,35546     ,34415     ,1131     ,3.2
252,CN0801500000000,8.0,15.0,"Chaffee County, CO",2015.0,8494     ,8215     ,279     ,3.3
253,CN0801700000000,8.0,17.0,"Cheyenne County, CO",2015.0,1011     ,985     ,26     ,2.6
254,CN0801900000000,8.0,19.0,"Clear Creek County, CO",2015.0,5545     ,5349     ,196     ,3.5
255,CN0802100000000,8.0,21.0,"Conejos County, CO",2015.0,3596     ,3398     ,198     ,5.5
256,CN0802300000000,8.0,23.0,"Costilla County, CO",2015.0,1621     ,1521     ,100     ,6.2
257,CN0802500000000,8.0,25.0,"Crowley County, CO",2015.0,1353     ,1295     ,58     ,4.3
258,CN0802700000000,8.0,27.0,"Custer County, CO",2015.0,1988     ,1921     ,67     ,3.4
259,CN0802900000000,8.0,29.0,"Delta County, CO",2015.0,13432     ,12693     ,739     ,5.5
260,CN0803100000000,8.0,31.0,"Denver County/city, CO",2015.0,375631     ,362250     ,13381     ,3.6
261,CN0803300000000,8.0,33.0,"Dolores County, CO",2015.0,1323     ,1283     ,40     ,3.0
262,CN0803500000000,8.0,35.0,"Douglas County, CO",2015.0,172204     ,167066     ,5138     ,3.0
263,CN0803700000000,8.0,37.0,"Eagle County, CO",2015.0,32755     ,31765     ,990     ,3.0
264,CN0803900000000,8.0,39.0,"Elbert County, CO",2015.0,13264     ,12862     ,402     ,3.0
265,CN0804100000000,8.0,41.0,"El Paso County, CO",2015.0,307595     ,293988     ,13607     ,4.4
